id_lancamento;data_lancamento;competencia;centro_custo;projeto;unidade;fornecedor;cnpj;categoria;subcategoria;tipo_documento;numero_documento;descricao;quantidade;valor_unitario;valor_total;moeda;forma_pagamento;status_pagamento;aprovador
944;01/12/2024;2024-12;Segurança;Linha 4 Metro SP;Natal;Consultoria Delta;5,13834E+14;Energia; Gás;Nf-e;347723;Gás referente a Linha 4 Metro SP;1.0;;407.42;BRL;Cartão;Em análise;Marta Souza  
1613;22/03/2025;2025-03; Engenharia;Refinaria RN;Fortaleza;Metalúrgica Phoenix;59.059.135/2223-83 ;TI  ;Telecom;Di;478442;;10.0;539.62;5396.2;USD;PIX;Pendente;Fernanda Nunes
1660;31/01/2025;2025-01;Manutenção;Translado Offshore;Natal;Consultoria Delta;73102699746;Viagens;Hospedagem;NF-e  ;934657;Hospedagem referente a Translado Offshore;3.0;960.93;2882.79;BRL;PIX;Pendente  ;João Pereira
1818;09/10/2022;2022-10;Financeiro;Linha 4 Metro SP;FORTALEZA;Logisway Transportes;53.690.048/4374-06;MATERIAIS;Ferramentas;Recibo;796405;Ferramentas referente a Linha 4 Metro SP;5.0;743.76;3718.8;BRL;Caixa;Em análise;Carla Lima
571;29/12/2024;2024-12;Obras  ;Translado offshore;;Serviços Gerais BR  ;9,60092E+11;Energia;Geradores;NF-e;993974; Geradores referente a Translado Offshore;1.0;1482.81;1482.81;BRL;Cartão;Rejeitado;Fernanda Nunes
889;13/07/2022;2022-07;RH;Ponte Amazônia  ;Brasília;Consultoria Delta  ;8,44794E+14;Locação;Veículos;Di;297152;Veículos referente a Ponte Amazônia;3.0;698.51;2095.53;BRL;Cartão;Aprovado;Nan
1736;01/06/2022;2022-06;Administrativo;Eólicas ne;Brasília;Topografia silva me;4,11369E+14;Serviços;Topografia;NF-e;958438;Topografia referente a Eólicas NE  ;1.0;61.13;61.13;BRL;PIX;Aprovado;João Pereira  
466;01/02/2023;2023-02; Logística;Usina Solar MG;Belo Horizonte;Consultoria Delta;1,95511E+13;Segurança;Vigilância  ;NF-e;891679;Vigilância referente a usina solar mg;10.0;230.52;2305.2;USD;PIX;Rejeitado;
907;19/05/2022;2022-05;TI  ; DataCenter Recife;Salvador;Consultoria Delta;33.697.949/6222-35;Locação;Equipamentos;Recibo;727003;Equipamentos referente a DataCenter Recife;1.0;918.79;918.79;BRL;TED  ;Em análise;
200;08/09/2024;2024-09;TI;Ferrovias Centro-Oeste;FORTALEZA;Alfa energia s.a.;5,74009E+13;TI;Suporte;Di;372865;Suporte referente a ferrovias centro-oeste;1.0;480.91;480.91;BRL;Cartão;Pendente;Fernanda Nunes
1303;16/02/2022;2022-02;Manutenção;Linha 4 Metro SP;Porto Alegre;Global Tools Brasil;;ENERGIA;Eletricidade;Di;631402; Eletricidade referente a Linha 4 Metro SP;2.0;227,85;455,7;EUR;Cartão;Pago;Bruno Araújo
1180;23/06/2024;2024-06;Manutenção;Translado Offshore;SÃO PAULO;Topografia Silva ME;2,5804E+11;TI;Telecom;Boleto;223502; Telecom referente a Translado Offshore – URGENTE;2.0;672.94;1345.88;BRL;PIX;Pendente;RENATO LEAL
1494;02/03/2023;2023-03;Administrativo;Porto Sul;;Companhia de Máquinas Orion;4,65557E+12;Logística;EMBALAGENS;Boleto;439726;Embalagens referente a Porto Sul;2.0;283.8;567.6;BRL;Boleto;Rejeitado;
1407;14/08/2022;2022-08;Administrativo;Translado Offshore;Recife;Constrular LTDA;7,75231E+11;Energia;;Boleto;367868;Gás referente a Translado Offshore;20.0;379.96;7599.2;BRL;Caixa;Pendente;Bruno Araújo
1000;05/04/2022;2022-04;TI;;Porto Alegre;Logisway Transportes  ;;TI;Telecom;RECIBO;374611;Telecom referente a Linha 4 Metro SP;1.0;276.17;276.17;BRL;Cartão;Rejeitado;Renato Leal
592;14/12/2022;2022-12; Manutenção;Porto Sul;nan  ;Companhia de Máquinas Orion;; Energia;Gás;NFS-e;419428;Gás referente a Porto Sul;1.0;150.46;150.46;BRL;Caixa;Em análise  ;Bruno Araújo
858;23/11/2023;2023-11;Logística;Eólicas NE;Natal;SegurPro Monitoramento;9,97532E+13;Materiais;EPIs;Boleto;226162;EPIs referente a Eólicas NE;2.0;636.29;1272.58;USD;TED;Pago;Carla Lima
765;26/12/2022;2022-12;Financeiro;Linha 4 Metro SP;FORTALEZA;GeoMap Engenharia;4,94893E+14;Logística;Armazenagem;Di;948544;Armazenagem referente a Linha 4 Metro SP;3.0;523.48;1570.44;BRL;Cartão;Em análise;Fernanda Nunes
1655;13/08/2022;2022-08; Compras;Saneamento PE; Curitiba; Consultoria Delta;6,6412E+14;Energia;Eletricidade;Recibo;138022;Eletricidade referente a Saneamento PE;;386.65;773.3;BRL;Cartão;Em análise;Marta Souza
1886;19/11/2023;2023-11;Segurança;Linha 4 Metro SP;Curitiba;Constrular LTDA;4,71417E+11;Serviços;SOLDAGEM;Boleto;228716;Soldagem referente a Linha 4 Metro SP;;308.71;617.42;BRL;;Pago;FERNANDA NUNES
789;04/03/2024;2024-03;Financeiro; Linha 4 Metro SP;Recife;Alfa Energia S.A.  ;86.453.038/0924-68;Serviços;Terceirização;NF-e;;Terceirização referente a Linha 4 Metro SP;1.0;372.95;372.95;BRL;TED;Rejeitado;CARLA LIMA
1739;24/02/2023;2023-02;Ti;Linha 4 Metro SP;Recife;GeoMap Engenharia;4,94027E+14; Materiais;Aço;Di  ;120063;Aço referente a linha 4 metro sp;1.0;938,9;938,9;BRL;Caixa  ;Aprovado;Paulo Andrade
44;16/06/2022;2022-06;TI;Saneamento PE  ;MANAUS;Transportes Atlântico;9,47023E+11;Consultoria;Jurídica;Di;345851;JURÍDICA REFERENTE A SANEAMENTO PE;3.0;1376.08;4128.24;BRL;TED;Pendente;Carla lima
931;06/07/2024;2024-07;Financeiro;Usina Solar MG;Porto Alegre;TOPOGRAFIA SILVA ME;35.438.551/5677-89;Materiais;Aço;Recibo  ;239293;Aço referente a Usina Solar MG;4.0;253.5;1014.0;BRL;Caixa;Aprovado;Carla Lima
275;11/11/2024;2024-11;Administrativo;Saneamento PE;Porto Alegre;Logisway Transportes  ;7,51049E+11;Serviços;Montagem;RECIBO;851603;Montagem referente a Saneamento PE – URGENTE;1.0;1282.69;nan;BRL;TED;Pendente;Fernanda Nunes
1453;14/04/2025;2025-04;Obras;Saneamento PE;Fortaleza;Metalúrgica Phoenix;3,00533E+14;Serviços;Terceirização;Boleto  ;278213;Terceirização referente a saneamento pe;10.0;256.98;2569.8;BRL;Boleto;APROVADO;Fernanda nunes
102;19/08/2022;2022-08;Segurança;Ferrovias Centro-Oeste;Porto Alegre;TRANSPORTES ATLÂNTICO;9,28251E+11;Consultoria;AMBIENTAL;Boleto;375525;AMBIENTAL REFERENTE A FERROVIAS CENTRO-OESTE;2.0;714.72;1429.44;BRL;PIX;Rejeitado;
1152;14/04/2023;2023-04;RH;Porto Sul; Manaus;CloudTec Soluções;79665371622;Pessoal;Treinamento;NF-e;468887;Treinamento referente a porto sul;2.0;242.69;485.38;BRL;PIX;Pendente;Fernanda Nunes
860;11/11/2022;2022-11;Financeiro;Ponte Amazônia;Porto alegre;GEOMAP ENGENHARIA;2,50041E+13;Viagens;TRASLADOS;NFS-e;582831;Traslados referente a Ponte Amazônia;2.0;863.67;1727.34;USD;TED;Rejeitado; Paulo Andrade
1562;04/04/2023;2023-04;TI;DataCenter Recife;Natal;Alfa Energia S.A.;30.460.184/6166-64;Logística;Embalagens; NFS-e;693204;Embalagens referente a DataCenter Recife;;695,63;3478,15;BRL;Caixa;Em análise;Bruno Araújo
108;19/02/2024;2024-02;RH;Linha 4 Metro SP;Salvador;Companhia de Máquinas Orion;8,81901E+11;Locação;Veículos;Recibo;374205;;1.0;283.62;283.62;BRL;TED;Pendente  ;
810;25/02/2022;2022-02;Financeiro;Linha 4 Metro SP;Belo horizonte;Global Tools Brasil;8,59983E+14;Energia;ELETRICIDADE;NF-e;802905;Eletricidade referente a Linha 4 Metro SP;2.0;241.97;483.94;BRL;Boleto;Aprovado;Bruno Araújo
498;06/04/2022;2022-04;Administrativo;Refinaria RN;Salvador;COMPANHIA DE MÁQUINAS ORION;;Pessoal;Recrutamento;Recibo  ;628199;Recrutamento referente a Refinaria RN;;197.54;197.54;BRL;PIX;Em análise  ;Marta Souza
496;04/09/2024;2024-09;Manutenção;DataCenter Recife;Manaus;Companhia de máquinas orion;;Viagens;Hospedagem;Boleto;728568;Hospedagem referente a DataCenter Recife;;360.85;360.85;EUR;Boleto;PAGO;Bruno Araújo  
1390;27/03/2024;2024-03;Financeiro;Linha 4 Metro SP;Curitiba;Logisway Transportes;3,14909E+11;Consultoria;Jurídica;Recibo;357826;;10.0;498.96;4989.6;BRL;;Pago;Marta Souza
1443;09/02/2022;2022-02;Financeiro;Eólicas NE; Manaus;Topografia Silva ME;3,4127E+11;Locação;Containers; NFS-e;119371;Containers referente a Eólicas NE;4.0;226.53;906.12;BRL;TED;Em análise;nan  
731;08/01/2024;2024-01;Financeiro;Refinaria RN  ;Porto Alegre;Companhia de Máquinas Orion;36.671.139/8983-82;Segurança;Monitoramento;Di;850214;Monitoramento referente a Refinaria RN;20.0;;10126.4;BRL; Caixa; Pago;Fernanda Nunes
148;01/08/2023;2023/08;Administrativo;Eólicas NE;São Paulo;Transportes Atlântico;;TI;Cloud;NFS-e;; Cloud referente a Eólicas NE;20.0;;12832.2;USD;Boleto;Rejeitado;Renato Leal
1199;25/08/2022;2022-08; Engenharia;Eólicas ne;Belo Horizonte;Oficina do Aço;9,39939E+14;Serviços;Soldagem; NFS-e;735980;Soldagem referente a Eólicas NE;1.0;258.44;;BRL;Boleto;Em análise;Marta Souza
1913;12/04/2022;2022-04;Manutenção;Eólicas NE  ;Fortaleza;Global Tools Brasil;50927679919;Segurança;Treinamento;Boleto;;Treinamento referente a Eólicas NE;2.0;981.04;1962.08;BRL;PIX;Rejeitado;Marta souza
1812;28/06/2025;2025-06;TI;Porto Sul;SÃO PAULO;Global Tools Brasil;1,77266E+14;Energia;Gás;Di;516901;Gás referente a porto sul;3.0;357.25;1071.75;BRL;Cartão;Pago;Carla Lima
1235;07/09/2024;2024-09;RH;Linha 4 Metro SP;;Serviços Gerais BR;1,0247E+11;Viagens;Diárias;NFS-e;672774;DIÁRIAS REFERENTE A LINHA 4 METRO SP;;184.8;369.6;BRL; TED;Pago;
694;13/01/2025;2025-01;Manutenção;Porto Sul  ;São Paulo;Consultoria Delta;5,46208E+13;Materiais;Ferramentas;NF-e;175642;Ferramentas referente a Porto Sul;1.0;360.61;360.61;BRL;Cartão;Pago;Renato Leal
73;18/07/2025;2025-07;Logística;Eólicas NE;Porto Alegre;Consultoria Delta;2,71082E+13;Viagens;Hospedagem;Boleto;607405;Hospedagem referente a Eólicas NE;3.0;1170.52;3511.56;BRL;TED; Em análise;
950;26/02/2023;2023-02;Compras;Saneamento PE;;Oficina do Aço;8,87442E+14;Energia;Eletricidade;NFS-e;591300;Eletricidade referente a Saneamento PE;3.0;167.87;503.61;BRL;Caixa;Em análise;Paulo Andrade
1549;17/12/2023;2023-12;TI;Refinaria RN;São Paulo;Oficina do Aço  ;21.323.643/5646-26;Viagens;Hospedagem;Recibo;859520;Hospedagem referente a Refinaria RN;1.0;273.36;273.36;BRL; Cartão;Aprovado;Renato Leal
1262;15/08/2024;2024-08;Obras;Usina Solar MG;Salvador;Oficina do Aço  ;5,66731E+11;MATERIAIS;;NFS-e;133750;;1.0;209.59;209.59;BRL; nan;Pago;Carla Lima
1620;13/10/2024;2024-10;Engenharia;Translado Offshore;Porto Alegre; Topografia Silva ME;6,75103E+14;Locação;Equipamentos;Recibo;246087;Equipamentos referente a Translado Offshore;2.0;265.4;530.8;USD;Boleto;Aprovado;Carla Lima
482;04/05/2025;2025-05;Logística;Translado Offshore;Natal;Metalúrgica Phoenix;;Energia;Diesel;Di;558182;Diesel referente a Translado Offshore;10.0;156.96;1569.6;BRL;Caixa;Em análise;Marta Souza
1158;26/11/2022;2022-11;Segurança  ;Usina Solar MG;Salvador;Logisway Transportes;73598460853;Serviços;Soldagem;NF-E;644344;Soldagem referente a Usina Solar MG;4.0;;2041.24;BRL;Cartão;Pago;Bruno Araújo
507;03/03/2022;2022-03; Engenharia;Refinaria rn;Brasília;SegurPro Monitoramento;8,13015E+14;PESSOAL;Horas Extras;Di;596990;;3.0;139.89;419.67;BRL;PIX  ;Em análise; João Pereira
1223;11/08/2023;2023-08;TI;Saneamento PE;Porto Alegre;GeoMap Engenharia;8,17819E+14;Viagens;Diárias;Boleto;822642;Diárias referente a Saneamento PE;20.0;177.35;3547.0;BRL;;Aprovado;Paulo Andrade
908;24/04/2024;202404;Financeiro  ;Ponte Amazônia;Natal;Serviços Gerais BR;4,74491E+14;TI;Licenças; Recibo;891273;Licenças referente a Ponte Amazônia;1.0;285.01;;BRL;TED;Pendente;Bruno araújo
537;24/04/2025;2025-04;Administrativo;Eólicas NE;São Paulo;Constrular LTDA;6,45065E+11;Segurança;Brigada; NFS-e;243542; Brigada referente a Eólicas NE;1.0;322.31;322.31;BRL; Boleto;Aprovado;João Pereira
1056;01/09/2022;2022-09;Segurança;Porto Sul;Brasília;TRANSPORTES ATLÂNTICO;4,96602E+13;Segurança;Monitoramento;Recibo;843455;Monitoramento referente a Porto Sul;1.0;1236,81;1236,81;BRL;Caixa;PENDENTE;Marta Souza
781;07/10/2023;2023-10;Logística;DATACENTER RECIFE;Recife;Companhia de Máquinas Orion;;Logística  ;;NF-e;880318;Despacho referente a DataCenter Recife;1.0;1213.25;1213.25;BRL;;PENDENTE;Paulo Andrade
1800;09/11/2022;2022-11;Financeiro;Ferrovias Centro-Oeste;Manaus;Global Tools Brasil;5,85398E+13;Energia;Geradores;Di;724902;Geradores referente a Ferrovias Centro-Oeste;3.0;391.9;1175.7;BRL;Caixa;Pendente;
312;19/09/2024;2024-09;Compras  ; DataCenter Recife;Porto Alegre;Cloudtec soluções;10.413.221/5177-49;Energia;Diesel  ;Di  ;482170;Diesel referente a DataCenter Recife;4.0;341.15;1364.6;BRL;nan  ;Em análise;Fernanda nunes
1481;11/07/2023;2023-07;RH;Translado Offshore;Manaus;Metalúrgica Phoenix;;Serviços;;NFS-e  ;220931;Montagem referente a Translado Offshore;3.0;794.65;2383.95;USD;Cartão;Pago;
406;03/05/2023;2023-05;Ti;Eólicas NE;São Paulo;Transportes Atlântico;5,92822E+14;Materiais;Tubulações;NFS-e;789653;Tubulações referente a Eólicas NE;10.0;;3219.2;BRL; Boleto; Pendente;Fernanda Nunes
1961;08/01/2023;2023-01;Obras;Refinaria rn;Brasília;Companhia de Máquinas Orion;27.684.097/1505-34;Consultoria;Ambiental;NFS-e;919964;AMBIENTAL REFERENTE A REFINARIA RN;3.0;1097.12;3291.36;BRL;Boleto;Aprovado;MARTA SOUZA
1720;04/02/2022;2022-02;Obras;Saneamento PE;Brasília;Companhia de Máquinas Orion;1,81111E+11;Consultoria; Auditoria;Recibo;965925;Auditoria referente a Saneamento PE;4.0;201.23;804.92;BRL;PIX;Pago;Carla Lima
1320;31/05/2025;2025-05;Financeiro;Refinaria RN;São Paulo;Alfa Energia S.A.;6,42978E+13;Viagens;Traslados  ;NFS-e;830536;Traslados referente a Refinaria RN  ;3.0;317.34;952.02;USD; PIX;Em análise;Carla Lima
1360;21/07/2025;2025-07;Rh;Translado Offshore;Brasília;GeoMap Engenharia;7,14345E+13;Serviços;Soldagem;Recibo;301075;Soldagem referente a Translado Offshore;1.0;250.54;250.54;BRL;Boleto;Pago;Renato leal
310;27/01/2025;2025-01;Financeiro; Ponte Amazônia;São Paulo;CLOUDTEC SOLUÇÕES;4,86702E+13;Consultoria;;Recibo;450940;ENGENHARIA REFERENTE A PONTE AMAZÔNIA;1.0;219,25;219,25;BRL;Boleto; Pendente;João Pereira
227;13/10/2024;2024-10;RH;Saneamento PE;Porto Alegre;Transportes Atlântico;3,47265E+13;Locação;Containers;NFS-e;843245;Containers referente a saneamento pe;2.0;1446,54;2893,08;BRL;PIX;Pendente;Carla Lima
1833;03/10/2022;2022-10;RH;Ponte Amazônia;Porto Alegre;Oficina do Aço;9,43499E+14;Logística;Embalagens;NFS-e;178281;Embalagens referente a Ponte Amazônia;4.0;381.16;1524.64;BRL;Caixa;Pendente;Marta Souza
999;10/05/2022;2022-05;Financeiro;DataCenter Recife;Curitiba;Companhia de Máquinas Orion;44.163.273/3708-61;TI;Cloud;NFS-e;101650;CLOUD REFERENTE A DATACENTER RECIFE;;589,86;2949,3;BRL;NAN;Pago;Carla Lima
1337;24/07/2024;2024-07;Engenharia;Porto Sul;Curitiba  ;Serviços Gerais BR;96.674.128/5774-05;Serviços;NAN;Di;638758;Montagem referente a Porto Sul  ;;125.24;125.24;BRL;;Aprovado;Carla Lima
1774;19/08/2022;2022-08;Manutenção;Ferrovias Centro-Oeste;São Paulo  ;Consultoria Delta;5,20383E+13;Serviços; Topografia;Boleto;329096;Topografia referente a Ferrovias Centro-Oeste;1.0;653.84;653.84;BRL;PIX;Pago;MARTA SOUZA
807;20/12/2023;2023-12; Compras; Refinaria RN;Porto Alegre;Hotelaria Nordeste;6,8486E+11;Pessoal;FOLHA;Di;592269;Folha referente a Refinaria RN;5.0;269.3;1346.5;BRL;Cartão;Rejeitado;Paulo Andrade
938;01/05/2022;2022-01;Financeiro;Linha 4 metro sp;Curitiba;Alfa Energia S.A.;7,39639E+14;Energia;Gás;Di  ;756611;;20.0;656.14;13122.8;USD;Caixa  ;APROVADO;Carla Lima  
149;13/11/2023;2023-11;Obras;TRANSLADO OFFSHORE;Curitiba;SegurPro Monitoramento  ;5,49606E+13;Materiais;EPIs;Boleto  ;728424;EPIs referente a Translado Offshore;10.0;628.1;6281.0;BRL;;Rejeitado;BRUNO ARAÚJO
765;26/12/2022;2022-12;Financeiro;Linha 4 Metro SP; Fortaleza; GeoMap Engenharia;4,94893E+14;Logística;Armazenagem;Di;948544;Armazenagem referente a Linha 4 Metro SP;;523.48;1570.44;BRL;Cartão;Em análise;
1252;08/04/2022;2022-04;Administrativo;Porto Sul; Manaus;Metalúrgica Phoenix;4,30986E+11;Viagens  ;Traslados;Recibo;210629;;3.0;849.98;2549.94;BRL;Boleto;Pago;Marta Souza
1840;23/04/2025;2025-04;Compras;DataCenter Recife;Porto alegre;Serviços Gerais BR;85.292.143/5453-20;Viagens;Diárias;Recibo;499984;Diárias referente a DataCenter Recife;10.0;659.79;6597.9;BRL;Caixa;APROVADO;Marta Souza
693;14/03/2025;2025-03;RH;Usina Solar MG;;Consultoria Delta;39.308.234/6547-06;Viagens;Hospedagem;NFS-e;284777;;2.0;;198.02;BRL;Boleto  ;Rejeitado;Bruno Araújo
965;26/01/2023;2023-01;Administrativo; DataCenter Recife;Curitiba;Constrular LTDA;5,94487E+13;Segurança  ;Vigilância;Boleto;314174;Vigilância referente a DataCenter Recife – URGENTE  ;10.0;433,49;4334,9;BRL;PIX;Rejeitado;Bruno Araújo
988;25/03/2024;2024-03;Obras;DataCenter Recife;Belo horizonte;Consultoria Delta;6,02506E+14;PESSOAL;Benefícios;NF-e;375915;Benefícios referente a DataCenter Recife;2.0;630.04;1260.08;BRL;;Em análise;Renato Leal
576;16/06/2022;2022-06; Administrativo;Usina Solar MG;Curitiba;Topografia Silva ME;5,97239E+14; Locação;Veículos;Boleto;;Veículos referente a Usina Solar MG;10.0;104.29;1042.9;USD;PIX;Rejeitado;João Pereira
558;04/06/2025;2025-04;Segurança;DataCenter Recife;Porto Alegre;Companhia de Máquinas Orion;1,40862E+11;Consultoria;Engenharia;Recibo;749764;;3.0;3691.15;;USD;Boleto;Em análise;Renato Leal
1747;25/01/2024;2024-01;Logística;Linha 4 Metro SP;Belo Horizonte;Topografia Silva ME  ;1,52104E+11;VIAGENS; Diárias;Boleto;697011; Diárias referente a Linha 4 Metro SP;10.0;265.33;2653.3;BRL; TED;Pendente;PAULO ANDRADE
702;30/05/2024;2024-05;Segurança;Translado offshore;São Paulo;Metalúrgica Phoenix;61055910929;SEGURANÇA;Alarmes;Di;769068;Alarmes referente a translado offshore;3.0;1855.46;5566.38;BRL;Cartão;Pago;Renato Leal
1311;26/01/2023;2023-01;Obras;Refinaria RN;Manaus;Global Tools Brasil;9,01379E+13;TI;Cloud; Recibo;847065;Cloud referente a Refinaria RN;3.0;134.18;402.54;USD;Caixa;PAGO;Paulo andrade
1250;14/01/2024;2024-01;Engenharia;Porto Sul;Belo Horizonte;Constrular LTDA;2,93651E+13;Consultoria; Engenharia; Di;497538;Engenharia referente a Porto Sul;20.0;604.81;12096.2;BRL;Ted; Pago;Paulo Andrade
989;16/08/2022;2022-08;RH;Refinaria RN;Recife;Alfa Energia S.A.;; Materiais;Tubulações;NF-e;428170;Tubulações referente a Refinaria RN;1.0;409.53;409.53;BRL;Boleto;Em análise;
1456;06/02/2022;2022-02;Compras;DataCenter Recife;Manaus;TOPOGRAFIA SILVA ME;2,13134E+13;Materiais;Ferramentas;NFS-e;364297;Ferramentas referente a DataCenter Recife;10.0;630.2;6302.0;BRL;Caixa;Pago;João Pereira
1256;28/01/2024;2024-01;Compras;Ferrovias Centro-Oeste;Curitiba;Companhia de Máquinas Orion;9,00901E+11;Serviços;Topografia;Di;150356; Topografia referente a Ferrovias Centro-Oeste;20.0;393.88;7877.6;USD;Caixa;Pago; Marta Souza
575;20/04/2025;2025-04;Obras;Linha 4 metro sp;Salvador;TOPOGRAFIA SILVA ME;8,13832E+13;Viagens;Passagens;Di;160555;Passagens referente a Linha 4 Metro SP;5.0;;1534.15;BRL;PIX;Rejeitado;Paulo Andrade
168;15/11/2023;202311;Manutenção;Refinaria RN;Belo Horizonte;Global Tools Brasil;3,50936E+11;Energia;Diesel;Di;;Diesel referente a Refinaria RN – URGENTE  ;5.0;429.3;2146.5;BRL;PIX;APROVADO;Fernanda Nunes
1101;01/11/2023;2023-11;Financeiro;DataCenter Recife;Porto Alegre;Oficina do Aço;4701672708;MATERIAIS;EPIs;NF-e  ;924980;EPIs referente a DataCenter Recife;3.0;580.5;1741.5;BRL;TED;Pago;
287;28/05/2024;2024-05;Obras;DataCenter Recife;São paulo;Constrular LTDA;3,62191E+11;PESSOAL;Horas Extras;Boleto;254724;Horas Extras referente a DataCenter Recife;2.0;510.83;1021.66;BRL;Boleto;Aprovado;Fernanda Nunes  
1727;08/06/2022;2022-06; Financeiro;Linha 4 Metro SP;Belo Horizonte;Global Tools Brasil;3,35488E+14;Serviços;Montagem;NF-e;393929;;2.0;434.61;869.22;BRL;Cartão  ;Pendente;Bruno Araújo
1968;01/11/2023;2023-11;Obras;Usina Solar MG;Brasília;Consultoria Delta;71.457.284/7387-42;Consultoria;;Di;129152;Auditoria referente a Usina Solar MG;10.0;525.98;5259.8;EUR;TED;Em análise;Paulo Andrade  
629;28/10/2024;2024-10;Compras;Usina Solar MG;Belo Horizonte  ;Alfa Energia S.A.;4,11943E+13;Consultoria; Fiscal;NFS-e;880013;Fiscal referente a Usina Solar MG;20.0;234.42;4688.4;BRL;; Pendente;Paulo Andrade
599;14/02/2025;202502;Segurança;Ponte Amazônia;Brasília;Consultoria Delta;5,28459E+14;Locação;Galpão;Recibo;396176;Galpão referente a ponte amazônia;20.0;227.51;4550.2;BRL;TED; Pendente;Fernanda Nunes
1059;21/01/2023;2023-01;Engenharia;DataCenter Recife;Curitiba;Logisway Transportes;9,25078E+14;Logística;Seguro; Recibo;;Seguro referente a datacenter recife;2.0;382.49;764.98;BRL;Boleto;Em análise;Marta souza
943;24/08/2023;2023-08;TI  ;Translado Offshore;Natal;SegurPro Monitoramento;9,49928E+13;Viagens;Hospedagem;Recibo;997422;Hospedagem referente a Translado Offshore;2.0;361,01;722,02;BRL;TED;Aprovado;João Pereira
1764;02/01/2022;2022-01;Segurança;Ferrovias Centro-Oeste  ;MANAUS; SegurPro Monitoramento;3,36778E+13;Pessoal  ;Treinamento;Di;135495;Treinamento referente a Ferrovias Centro-Oeste;4.0;322.12;1288.48;BRL;;PAGO; Renato Leal
1279;18/04/2022;2022-04;RH;Nan; Belo Horizonte;Companhia de Máquinas Orion  ;2,39624E+14;Pessoal;Folha;Recibo;;Folha referente a Saneamento PE;1.0;217.91;;EUR;; Pago;Carla Lima
1709;26/11/2023;2023-11;Compras;Ponte Amazônia;Belo Horizonte;Serviços Gerais BR;;Consultoria;Jurídica;NF-e;563324;;3.0;467.01;1401.03;EUR;TED;Em análise;PAULO ANDRADE
1129;28/10/2024;2024/10;TI;Linha 4 Metro SP;Brasília;Oficina do Aço;7,363E+14;Serviços;Montagem;Di;200898;Montagem referente a Linha 4 Metro SP;2.0;251.71;503.42;BRL;Cartão  ;Aprovado;Bruno Araújo  
1330;21/09/2024;2024-09;Manutenção;Saneamento PE;CURITIBA;Logisway Transportes;7,7112E+11;Consultoria;;NFS-e;564164;Jurídica referente a Saneamento PE;1.0;160.84;160.84;BRL;Caixa; Pago;João Pereira
953;23/05/2022;2022-05;Manutenção;;Recife; Oficina do Aço;2,60113E+14;Locação; Equipamentos;Boleto;621715;Equipamentos referente a Refinaria RN;3.0;2031.34;6094.02;BRL;PIX;Pendente;
42;21/01/2022;2022-01;Logística;Usina Solar MG; Recife;Logisway Transportes  ;73.198.431/0651-73;Energia;Combustível;Boleto;724408;Combustível referente a Usina Solar MG  ;3.0;1252.05;3756.15;USD;Boleto;Aprovado;João Pereira
1321;16/09/2024;2024-09;Manutenção;Linha 4 Metro SP;São Paulo;Oficina do Aço;7,75215E+11;Consultoria;Ambiental;BOLETO;120032;Ambiental referente a Linha 4 Metro SP  ;4.0;917.73;3670.92;BRL;Boleto;APROVADO;Paulo Andrade
